	Anoalb	Anoatr	Anochr	Anocul	Anodar	Anodir	Anoepi	Anofar	Anofun	Anogam	Anomac	Anomin	Anosin	Anoste
OG0014306	Anoalb_AALB004256-RA													
OG0014307	Anoalb_AALB004274-RA													
OG0014308	Anoalb_AALB015644-RA													
OG0014309	Anoalb_AALB004280-RA													
OG0014310	Anoalb_AALB004289-RA													
OG0014311	Anoalb_AALB004292-RA													
OG0014312	Anoalb_AALB014415-RA													
OG0014313	Anoalb_AALB014416-RA													
OG0014314	Anoalb_AALB014419-RA													
OG0014315	Anoalb_AALB014420-RA													
OG0014316	Anoalb_AALB014421-RA													
OG0014317	Anoalb_AALB014422-RA													
OG0014318	Anoalb_AALB014423-RA													
OG0014319	Anoalb_AALB004371-RA													
OG0014320	Anoalb_AALB004377-RA													
OG0014321	Anoalb_AALB014425-RA													
OG0014322	Anoalb_AALB004403-RA													
OG0014323	Anoalb_AALB004408-RA													
OG0014324	Anoalb_AALB014427-RA													
OG0014325	Anoalb_AALB014428-RA													
OG0014326	Anoalb_AALB014429-RA													
OG0014327	Anoalb_AALB014430-RA													
OG0014328	Anoalb_AALB004462-RA													
OG0014329	Anoalb_AALB004472-RA													
OG0014330	Anoalb_AALB004473-RA													
OG0014331	Anoalb_AALB014432-RA													
OG0014332	Anoalb_AALB014433-RA													
OG0014333	Anoalb_AALB004509-RA													
OG0014334	Anoalb_AALB004513-RA													
OG0014335	Anoalb_AALB004514-RA													
OG0014336	Anoalb_AALB004515-RA													
OG0014337	Anoalb_AALB014434-RA													
OG0014338	Anoalb_AALB004556-RA													
OG0014339	Anoalb_AALB004557-RA													
OG0014340	Anoalb_AALB014435-RA													
OG0014341	Anoalb_AALB014436-RA													
OG0014342	Anoalb_AALB014437-RA													
OG0014343	Anoalb_AALB014438-RA													
OG0014344	Anoalb_AALB004610-RA													
OG0014345	Anoalb_AALB014440-RA													
OG0014346	Anoalb_AALB014441-RA													
OG0014347	Anoalb_AALB004682-RA													
OG0014348	Anoalb_AALB004693-RA													
OG0014349	Anoalb_AALB014442-RA													
OG0014350	Anoalb_AALB004723-RA													
OG0014351	Anoalb_AALB014443-RA													
OG0014352	Anoalb_AALB004729-RA													
OG0014353	Anoalb_AALB014444-RA													
OG0014354	Anoalb_AALB014445-RA													
OG0014355	Anoalb_AALB014447-RA													
OG0014356	Anoalb_AALB014448-RA													
OG0014357	Anoalb_AALB004813-RA													
OG0014358	Anoalb_AALB014449-RA													
OG0014359	Anoalb_AALB004823-RA													
OG0014360	Anoalb_AALB014451-RA													
OG0014361	Anoalb_AALB004826-RA													
OG0014362	Anoalb_AALB014452-RA													
OG0014363	Anoalb_AALB004876-RA													
OG0014364	Anoalb_AALB014453-RA													
OG0014365	Anoalb_AALB004894-RA													
OG0014366	Anoalb_AALB004899-RA													
OG0014367	Anoalb_AALB014454-RA													
OG0014368	Anoalb_AALB014456-RA													
OG0014369	Anoalb_AALB014457-RA													
OG0014370	Anoalb_AALB014458-RA													
OG0014371	Anoalb_AALB004979-RA													
OG0014372	Anoalb_AALB014459-RA													
OG0014373	Anoalb_AALB005032-RA													
OG0014374	Anoalb_AALB014460-RB													
OG0014375	Anoalb_AALB005033-RA													
OG0014376	Anoalb_AALB014461-RA													
OG0014377	Anoalb_AALB014462-RA													
OG0014378	Anoalb_AALB005053-RA													
OG0014379	Anoalb_AALB014464-RA													
OG0014380	Anoalb_AALB015807-RA													
OG0014381	Anoalb_AALB015755-RA													
OG0014382	Anoalb_AALB015754-RA													
OG0014383	Anoalb_AALB015809-RA													
OG0014384	Anoalb_AALB005090-RA													
OG0014385	Anoalb_AALB014465-RA													
OG0014386	Anoalb_AALB014466-RA													
OG0014387	Anoalb_AALB014467-RA													
OG0014388	Anoalb_AALB014468-RA													
OG0014389	Anoalb_AALB014469-RA													
OG0014390	Anoalb_AALB014470-RA													
OG0014391	Anoalb_AALB014471-RA													
OG0014392	Anoalb_AALB014472-RA													
OG0014393	Anoalb_AALB005174-RA													
OG0014394	Anoalb_AALB014473-RB													
OG0014395	Anoalb_AALB005180-RA													
OG0014396	Anoalb_AALB014474-RB													
OG0014397	Anoalb_AALB005182-RA													
OG0014398	Anoalb_AALB014475-RA													
OG0014399	Anoalb_AALB014476-RA													
OG0014400	Anoalb_AALB005208-RA													
OG0014401	Anoalb_AALB014478-RA													
OG0014402	Anoalb_AALB014479-RA													
OG0014403	Anoalb_AALB014481-RA													
OG0014404	Anoalb_AALB014482-RA													
OG0014405	Anoalb_AALB014483-RA													
OG0014406	Anoalb_AALB014485-RA													
OG0014407	Anoalb_AALB014486-RA													
OG0014408	Anoalb_AALB005294-RA													
OG0014409	Anoalb_AALB014487-RA													
OG0014410	Anoalb_AALB014488-RA													
OG0014411	Anoalb_AALB005315-RA													
OG0014412	Anoalb_AALB014489-RA													
OG0014413	Anoalb_AALB014491-RA													
OG0014414	Anoalb_AALB005348-RA													
OG0014415	Anoalb_AALB005385-RA													
OG0014416	Anoalb_AALB014494-RA													
OG0014417	Anoalb_AALB014495-RA													
OG0014418	Anoalb_AALB005390-RA													
OG0014419	Anoalb_AALB014498-RA													
OG0014420	Anoalb_AALB014501-RA													
OG0014421	Anoalb_AALB014502-RA													
OG0014422	Anoalb_AALB005492-RA													
OG0014423	Anoalb_AALB014503-RA													
OG0014424	Anoalb_AALB014504-RA													
OG0014425	Anoalb_AALB014505-RA													
OG0014426	Anoalb_AALB014506-RA													
OG0014427	Anoalb_AALB005531-RA													
OG0014428	Anoalb_AALB014507-RA													
OG0014429	Anoalb_AALB005555-RA													
OG0014430	Anoalb_AALB014508-RA													
OG0014431	Anoalb_AALB005577-RA													
OG0014432	Anoalb_AALB005612-RA													
OG0014433	Anoalb_AALB005628-RA													
OG0014434	Anoalb_AALB014512-RA													
OG0014435	Anoalb_AALB005634-RA													
OG0014436	Anoalb_AALB016046-RA													
OG0014437	Anoalb_AALB016049-RA													
OG0014438	Anoalb_AALB016047-RA													
OG0014439	Anoalb_AALB016048-RA													
OG0014440	Anoalb_AALB016051-RA													
OG0014441	Anoalb_AALB014514-RA													
OG0014442	Anoalb_AALB005689-RA													
OG0014443	Anoalb_AALB014515-RA													
OG0014444	Anoalb_AALB014516-RB													
OG0014445	Anoalb_AALB014517-RA													
OG0014446	Anoalb_AALB014521-RA													
OG0014447	Anoalb_AALB014522-RA													
OG0014448	Anoalb_AALB014523-RA													
OG0014449	Anoalb_AALB014524-RA													
OG0014450	Anoalb_AALB005796-RA													
OG0014451	Anoalb_AALB014525-RA													
OG0014452	Anoalb_AALB014526-RA													
OG0014453	Anoalb_AALB014527-RA													
OG0014454	Anoalb_AALB014528-RA													
OG0014455	Anoalb_AALB014529-RA													
OG0014456	Anoalb_AALB014530-RA													
OG0014457	Anoalb_AALB005835-RA													
OG0014458	Anoalb_AALB014531-RA													
OG0014459	Anoalb_AALB014532-RA													
OG0014460	Anoalb_AALB014533-RA													
OG0014461	Anoalb_AALB014535-RA													
OG0014462	Anoalb_AALB005942-RA													
OG0014463	Anoalb_AALB014536-RA													
OG0014464	Anoalb_AALB014537-RA													
OG0014465	Anoalb_AALB014538-RA													
OG0014466	Anoalb_AALB014539-RA													
OG0014467	Anoalb_AALB014540-RA													
OG0014468	Anoalb_AALB014541-RA													
OG0014469	Anoalb_AALB006019-RA													
OG0014470	Anoalb_AALB014545-RA													
OG0014471	Anoalb_AALB014547-RA													
OG0014472	Anoalb_AALB014548-RA													
OG0014473	Anoalb_AALB014549-RA													
OG0014474	Anoalb_AALB006089-RA													
OG0014475	Anoalb_AALB006108-RA													
OG0014476	Anoalb_AALB006125-RA													
OG0014477	Anoalb_AALB006131-RA													
OG0014478	Anoalb_AALB014551-RA													
OG0014479	Anoalb_AALB014552-RA													
OG0014480	Anoalb_AALB014553-RA													
OG0014481	Anoalb_AALB014554-RA													
OG0014482	Anoalb_AALB014555-RA													
OG0014483	Anoalb_AALB014556-RA													
OG0014484	Anoalb_AALB006230-RA													
OG0014485	Anoalb_AALB014557-RA													
OG0014486	Anoalb_AALB014364-RA													
OG0014487	Anoalb_AALB014368-RA													
OG0014488	Anoalb_AALB003744-RA													
OG0014489	Anoalb_AALB003749-RA													
OG0014490	Anoalb_AALB003752-RA													
OG0014491	Anoalb_AALB014370-RA													
OG0014492	Anoalb_AALB014371-RA													
OG0014493	Anoalb_AALB003796-RA													
OG0014494	Anoalb_AALB003797-RA													
OG0014495	Anoalb_AALB014373-RA													
OG0014496	Anoalb_AALB003832-RA													
OG0014497	Anoalb_AALB003834-RA													
OG0014498	Anoalb_AALB014374-RA													
OG0014499	Anoalb_AALB003863-RA													
OG0014500	Anoalb_AALB014375-RA													
OG0014501	Anoalb_AALB014898-RA													
OG0014502	Anoalb_AALB009787-RA													
OG0014503	Anoalb_AALB009793-RA													
OG0014504	Anoalb_AALB009808-RA													
OG0014505	Anoalb_AALB014899-RA													
OG0014506	Anoalb_AALB009832-RA													
OG0014507	Anoalb_AALB014901-RA													
OG0014508	Anoalb_AALB014905-RA													
OG0014509	Anoalb_AALB009888-RA													
OG0014510	Anoalb_AALB014906-RB													
OG0014511	Anoalb_AALB014908-RB													
OG0014512	Anoalb_AALB009908-RA													
OG0014513	Anoalb_AALB014909-RA													
OG0014514	Anoalb_AALB009918-RA													
OG0014515	Anoalb_AALB014911-RA													
OG0014516	Anoalb_AALB009964-RA													
OG0014517	Anoalb_AALB014913-RA													
OG0014518	Anoalb_AALB009965-RA													
OG0014519	Anoalb_AALB014915-RA													
OG0014520	Anoalb_AALB009979-RA													
OG0014521	Anoalb_AALB014916-RA													
OG0014522	Anoalb_AALB014917-RA													
OG0014523	Anoalb_AALB014919-RA													
OG0014524	Anoalb_AALB014920-RA													
OG0014525	Anoalb_AALB014921-RA													
OG0014526	Anoalb_AALB014923-RA													
OG0014527	Anoalb_AALB014924-RA													
OG0014528	Anoalb_AALB014925-RA													
OG0014529	Anoalb_AALB014926-RA													
OG0014530	Anoalb_AALB014927-RA													
OG0014531	Anoalb_AALB014928-RA													
OG0014532	Anoalb_AALB014929-RA													
OG0014533	Anoalb_AALB014932-RA													
OG0014534	Anoalb_AALB014933-RA													
OG0014535	Anoalb_AALB014934-RA													
OG0014536	Anoalb_AALB014935-RA													
OG0014537	Anoalb_AALB014937-RA													
OG0014538	Anoalb_AALB014939-RA													
OG0014539	Anoalb_AALB010138-RA													
OG0014540	Anoalb_AALB014940-RA													
OG0014541	Anoalb_AALB010168-RA													
OG0014542	Anoalb_AALB014941-RA													
OG0014543	Anoalb_AALB014942-RA													
OG0014544	Anoalb_AALB014944-RA													
OG0014545	Anoalb_AALB014945-RA													
OG0014546	Anoalb_AALB014946-RA													
OG0014547	Anoalb_AALB010194-RA													
OG0014548	Anoalb_AALB010197-RA													
OG0014549	Anoalb_AALB014947-RA													
OG0014550	Anoalb_AALB014948-RA													
OG0014551	Anoalb_AALB014949-RA													
OG0014552	Anoalb_AALB010212-RA													
OG0014553	Anoalb_AALB014951-RA													
OG0014554	Anoalb_AALB014952-RA													
OG0014555	Anoalb_AALB010227-RA													
OG0014556	Anoalb_AALB010240-RA													
OG0014557	Anoalb_AALB014954-RA													
OG0014558	Anoalb_AALB010258-RA													
OG0014559	Anoalb_AALB014955-RA													
OG0014560	Anoalb_AALB014956-RA													
OG0014561	Anoalb_AALB010272-RA													
OG0014562	Anoalb_AALB014958-RA													
OG0014563	Anoalb_AALB010296-RA													
OG0014564	Anoalb_AALB014959-RA													
OG0014565	Anoalb_AALB014960-RA													
OG0014566	Anoalb_AALB014962-RA													
OG0014567	Anoalb_AALB014963-RA													
OG0014568	Anoalb_AALB010344-RA													
OG0014569	Anoalb_AALB010347-RA													
OG0014570	Anoalb_AALB010360-RA													
OG0014571	Anoalb_AALB010365-RA													
OG0014572	Anoalb_AALB014964-RA													
OG0014573	Anoalb_AALB014965-RA													
OG0014574	Anoalb_AALB010392-RA													
OG0014575	Anoalb_AALB014966-RA													
OG0014576	Anoalb_AALB010406-RA													
OG0014577	Anoalb_AALB014967-RA													
OG0014578	Anoalb_AALB014968-RA													
OG0014579	Anoalb_AALB010425-RA													
OG0014580	Anoalb_AALB014970-RA													
OG0014581	Anoalb_AALB014971-RA													
OG0014582	Anoalb_AALB010466-RA													
OG0014583	Anoalb_AALB014972-RB													
OG0014584	Anoalb_AALB014973-RA													
OG0014585	Anoalb_AALB010496-RA													
OG0014586	Anoalb_AALB014974-RA													
OG0014587	Anoalb_AALB014975-RA													
OG0014588	Anoalb_AALB010530-RA													
OG0014589	Anoalb_AALB014976-RA													
OG0014590	Anoalb_AALB010538-RA													
OG0014591	Anoalb_AALB010541-RA													
OG0014592	Anoalb_AALB014977-RA													
OG0014593	Anoalb_AALB014978-RA													
OG0014594	Anoalb_AALB014979-RA													
OG0014595	Anoalb_AALB010558-RA													
OG0014596	Anoalb_AALB014980-RA													
OG0014597	Anoalb_AALB010569-RA													
OG0014598	Anoalb_AALB014981-RA													
OG0014599	Anoalb_AALB010578-RA													
OG0014600	Anoalb_AALB010599-RA													
OG0014601	Anoalb_AALB010605-RA													
OG0014602	Anoalb_AALB014983-RA													
OG0014603	Anoalb_AALB014984-RA													
OG0014604	Anoalb_AALB010611-RA													
OG0014605	Anoalb_AALB014988-RA													
OG0014606	Anoalb_AALB010654-RA													
OG0014607	Anoalb_AALB014989-RA													
OG0014608	Anoalb_AALB010664-RA													
OG0014609	Anoalb_AALB010672-RA													
OG0014610	Anoalb_AALB010696-RA													
OG0014611	Anoalb_AALB010705-RA													
OG0014612	Anoalb_AALB010722-RA													
OG0014613	Anoalb_AALB014991-RA													
OG0014614	Anoalb_AALB014992-RA													
OG0014615	Anoalb_AALB014993-RA													
OG0014616	Anoalb_AALB014994-RA													
OG0014617	Anoalb_AALB014997-RA													
OG0014618	Anoalb_AALB014998-RA													
OG0014619	Anoalb_AALB014999-RA													
OG0014620	Anoalb_AALB010780-RA													
OG0014621	Anoalb_AALB015000-RA													
OG0014622	Anoalb_AALB015001-RA													
OG0014623	Anoalb_AALB015002-RA													
OG0014624	Anoalb_AALB015004-RA													
OG0014625	Anoalb_AALB015005-RA													
OG0014626	Anoalb_AALB015007-RA													
OG0014627	Anoalb_AALB010861-RA													
OG0014628	Anoalb_AALB015008-RA													
OG0014629	Anoalb_AALB004076-RA													
OG0014630	Anoalb_AALB014400-RA													
OG0014631	Anoalb_AALB004046-RA													
OG0014632	Anoalb_AALB004043-RA													
OG0014633	Anoalb_AALB004030-RA													
OG0014634	Anoalb_AALB014396-RA													
OG0014635	Anoalb_AALB014395-RA													
OG0014636	Anoalb_AALB014394-RA													
OG0014637	Anoalb_AALB004022-RA													
OG0014638	Anoalb_AALB014393-RA													
OG0014639	Anoalb_AALB004002-RA													
OG0014640	Anoalb_AALB014391-RA													
OG0014641	Anoalb_AALB014390-RA													
OG0014642	Anoalb_AALB014389-RA													
OG0014643	Anoalb_AALB014388-RA													
OG0014644	Anoalb_AALB014387-RA													
OG0014645	Anoalb_AALB003977-RA													
OG0014646	Anoalb_AALB003964-RA													
OG0014647	Anoalb_AALB014385-RB													
OG0014648	Anoalb_AALB014384-RA													
OG0014649	Anoalb_AALB014383-RB													
OG0014650	Anoalb_AALB014382-RA													
OG0014651	Anoalb_AALB014791-RA													
OG0014652	Anoalb_AALB014790-RA													
OG0014653	Anoalb_AALB014789-RA													
OG0014654	Anoalb_AALB008479-RA													
OG0014655	Anoalb_AALB014788-RA													
OG0014656	Anoalb_AALB006973-RA													
OG0014657	Anoalb_AALB014629-RA													
OG0014658	Anoalb_AALB007005-RA													
OG0014659	Anoalb_AALB007006-RA													
OG0014660	Anoalb_AALB007008-RA													
OG0014661	Anoalb_AALB014631-RA													
OG0014662	Anoalb_AALB014633-RB													
OG0014663	Anoalb_AALB014634-RA													
OG0014664	Anoalb_AALB014636-RA													
OG0014665	Anoalb_AALB014638-RA													
OG0014666	Anoalb_AALB007068-RA													
OG0014667	Anoalb_AALB007069-RA													
OG0014668	Anoalb_AALB007091-RA													
OG0014669	Anoalb_AALB014639-RA													
OG0014670	Anoalb_AALB014640-RA													
OG0014671	Anoalb_AALB007107-RA													
OG0014672	Anoalb_AALB007113-RA													
OG0014673	Anoalb_AALB014667-RA													
OG0014674	Anoalb_AALB014666-RA													
